   56055.914   17.370     0.003
   56055.915   17.379     0.014
   56055.916   17.373     0.004
   56055.917   17.378     0.007
   56055.920   17.385     0.003
   56055.921   17.374     0.004
   56055.922   17.381     0.011
   56057.167   17.621     0.013
   56058.991   17.357     0.015
   56060.933   17.320     0.004
   56060.935   17.312     0.002
   56060.937   17.303     0.012
   56060.939   17.309     0.007
   56060.941   17.314     0.007
   56060.943   17.307     0.005
   56062.913   17.329     0.012
   56062.915   17.328     0.017
   56062.917   17.324     0.005
   56062.919   17.318     0.007
   56062.920   17.319     0.013
   56062.922   17.309     0.003
   56062.924   17.319     0.013
   56062.926   17.313     0.002
   56062.928   17.317     0.006
   56069.383   17.518     0.003
   56069.921   17.389     0.006
   56069.922   17.385     0.008
   56069.924   17.387     0.014
   56069.926   17.387     0.014
   56069.928   17.385     0.014
   56069.930   17.382     0.008
   56069.932   17.399     0.012
   56071.938   17.420     0.002
   56071.940   17.420     0.003
   56071.941   17.409     0.002
   56071.942   17.421     0.009
   56071.944   17.423     0.001
   56071.945   17.412     0.009
   56071.946   17.421     0.003
   56071.947   17.411     0.005
   56072.923   17.398     0.005
   56072.925   17.396     0.007
   56072.927   17.382     0.009
   56072.928   17.392     0.013
   56072.930   17.394     0.007
   56072.932   17.406     0.002
   56073.899   17.425     0.007
   56073.904   17.413     0.011
   56073.906   17.423     0.005
   56073.909   17.411     0.006
   56073.912   17.418     0.011
   56073.914   17.417     0.006
   56073.917   17.417     0.015
   56074.141   17.567     0.012
   56076.014   17.519     0.010
   56076.935   17.453     0.012
   56076.937   17.444     0.008
   56076.939   17.457     0.011
   56076.941   17.441     0.016
   56076.943   17.432     0.017
   56076.944   17.441     0.008
   56077.211   17.541     0.012
   56082.937   17.503     0.014
   56082.941   17.507     0.008
   56082.945   17.500     0.009
   56083.192   17.586     0.012
   56086.150   17.578     0.010
   56086.994   17.476     0.014
   56086.996   17.465     0.018
   56086.998   17.487     0.003
   56087.000   17.476     0.008
   56087.001   17.490     0.008
   56087.003   17.473     0.006
   56087.005   17.479     0.003
   56087.147   17.529     0.010
   56088.239   17.562     0.019
   56089.133   17.538     0.017
   56091.188   17.526     0.009
   56092.991   17.438     0.010
   56092.994   17.433     0.008
   56092.996   17.435     0.013
   56092.999   17.423     0.008
   56093.001   17.422     0.005
   56093.004   17.424     0.008
   56093.229   17.538     0.008
   56093.990   17.420     0.007
   56093.992   17.418     0.009
   56093.994   17.415     0.009
   56093.996   17.412     0.002
   56093.998   17.404     0.010
   56094.000   17.410     0.013
   56094.223   17.522     0.013
   56094.234   17.521     0.005
   56094.965   17.459     0.005
   56094.967   17.457     0.010
   56094.969   17.443     0.019
   56094.970   17.464     0.014
   56094.972   17.460     0.006
   56094.974   17.465     0.005
   56094.976   17.456     0.002
   56098.113   17.506     0.015
   56099.129   17.472     0.012
   56099.911   17.404     0.005
   56099.913   17.415     0.007
   56099.915   17.412     0.008
   56099.917   17.416     0.014
   56099.919   17.416     0.005
   56099.921   17.423     0.007
   56099.922   17.407     0.004
   56099.924   17.416     0.001
   56101.187   17.487     0.012
   56101.911   17.364     0.011
   56101.913   17.365     0.004
   56101.915   17.372     0.012
   56101.918   17.364     0.003
   56101.920   17.371     0.017
   56102.068   17.459     0.010
   56102.112   17.506     0.015
   56106.110   17.360     0.016
   56106.192   17.381     0.011
   56107.972   17.290     0.011
   56107.975   17.295     0.006
   56107.978   17.292     0.009
   56107.981   17.286     0.013
   56107.984   17.301     0.007
   56107.987   17.304     0.006
   56109.897   17.282     0.009
   56109.899   17.276     0.008
   56109.901   17.291     0.013
   56109.904   17.281     0.008
   56109.906   17.278     0.006
   56109.908   17.291     0.006
   56112.905   17.303     0.008
   56112.907   17.299     0.013
   56112.910   17.301     0.014
   56112.912   17.299     0.003
   56112.915   17.298     0.008
   56114.123   17.368     0.005
   56114.923   17.260     0.007
   56114.926   17.267     0.005
   56114.928   17.265     0.007
   56114.931   17.266     0.006
   56114.933   17.261     0.007
   56116.932   17.279     0.008
   56116.934   17.276     0.004
   56116.936   17.272     0.004
   56116.939   17.278     0.005
   56116.941   17.275     0.002
   56117.905   17.236     0.003
   56117.907   17.246     0.012
   56117.910   17.249     0.003
   56117.913   17.255     0.004
   56117.915   17.248     0.014
   56118.183   17.338     0.012
   56119.895   17.248     0.009
   56119.898   17.241     0.009
   56119.901   17.251     0.006
   56119.904   17.252     0.007
   56119.907   17.255     0.008
   56121.096   17.274     0.010
   56121.900   17.224     0.005
   56121.903   17.222     0.007
   56121.906   17.220     0.012
   56121.909   17.222     0.005
   56121.912   17.218     0.009
   56121.916   17.231     0.012
   56122.958   17.266     0.018
   56123.896   17.147     0.005
   56123.899   17.144     0.006
   56123.902   17.155     0.008
   56123.905   17.155     0.007
   56123.908   17.168     0.009
   56123.911   17.160     0.006
   56124.182   17.241     0.018
   56125.886   17.074     0.009
   56125.889   17.079     0.008
   56125.893   17.082     0.007
   56125.896   17.084     0.007
   56125.899   17.087     0.004
   56125.902   17.083     0.007
   56127.888   17.052     0.002
   56127.890   17.055     0.007
