   56796.170   15.510     0.010
   56796.181   15.484     0.010
   56796.253   15.569     0.009
   56798.247   15.885     0.011
   56801.353   16.898     0.003
   56801.353   16.911     0.003
   56801.354   16.930     0.003
   56801.355   16.924     0.003
   56801.355   16.912     0.003
   56801.356   16.922     0.003
   56801.356   16.914     0.003
   56801.357   16.910     0.003
   56801.357   16.921     0.003
   56801.358   16.911     0.003
   56801.359   16.931     0.002
   56801.359   16.923     0.002
   56801.360   16.929     0.002
   56801.361   16.925     0.002
   56801.362   16.922     0.002
   56801.363   16.919     0.002
   56801.364   16.916     0.002
   56801.365   16.917     0.002
   56801.366   16.912     0.002
   56801.367   16.914     0.002
   56802.322   17.490     0.002
   56802.323   17.480     0.002
   56802.323   17.480     0.002
   56802.324   17.478     0.002
   56802.325   17.479     0.002
   56802.326   17.475     0.002
   56802.327   17.486     0.002
   56802.328   17.477     0.002
   56802.329   17.488     0.002
   56802.330   17.484     0.002
   56806.292   18.828     0.005
   56806.293   18.826     0.004
   56806.294   18.838     0.005
   56806.294   18.863     0.005
   56806.295   18.858     0.005
   56806.296   18.841     0.004
   56806.297   18.833     0.004
   56806.298   18.797     0.004
   56806.299   18.788     0.004
   56806.300   18.798     0.004
   56807.293   18.937     0.006
   56807.294   18.935     0.006
   56807.295   18.935     0.006
   56807.296   18.933     0.006
   56807.296   18.915     0.006
   56807.297   18.927     0.006
   56807.298   18.923     0.006
   56807.299   18.928     0.006
   56807.300   18.935     0.006
   56807.301   18.932     0.006
   56807.393   19.038     0.006
   56808.297   18.797     0.005
   56808.298   18.801     0.005
   56808.299   18.781     0.005
   56808.300   18.795     0.005
   56808.301   18.820     0.005
   56808.302   18.841     0.005
   56808.303   18.839     0.005
   56808.304   18.833     0.005
   56808.305   18.840     0.005
   56808.306   18.841     0.005
   56811.293   18.796     0.004
   56811.294   18.805     0.005
   56811.295   18.807     0.004
   56811.296   18.814     0.004
   56811.297   18.810     0.005
   56811.297   18.796     0.004
   56811.298   18.774     0.004
   56811.299   18.751     0.004
   56811.300   18.736     0.004
   56811.301   18.723     0.004
   56813.293   18.875     0.010
   56813.294   18.871     0.011
   56813.295   18.868     0.011
   56813.296   18.865     0.011
   56813.297   18.832     0.011
   56813.298   18.836     0.012
   56813.298   18.848     0.011
   56813.299   18.827     0.009
   56813.300   18.816     0.006
   56813.301   18.769     0.006
   56815.931   18.962     0.015
   56815.932   18.957     0.015
   56815.933   18.884     0.017
   56815.933   18.873     0.016
   56815.934   18.878     0.017
   56815.935   18.883     0.017
   56815.936   18.905     0.013
   56815.937   18.911     0.014
   56815.937   18.887     0.013
   56815.938   18.911     0.014
   56815.939   18.915     0.014
   56815.940   18.902     0.012
   56815.940   18.860     0.014
   56815.941   18.882     0.012
   56815.942   18.914     0.011
   56815.943   18.888     0.014
   56815.944   18.894     0.011
