   53640.190   17.550     0.003
   53645.227   17.480     0.003
   53690.219   17.680     0.003
   53702.211   17.510     0.002
   53712.292   16.810     0.001
   53725.222   17.410     0.002
   53746.111   17.120     0.002
   53782.149   17.028     0.003
   53786.183   17.084     0.002
   53959.329   16.970     0.000
   53964.249   16.950     0.000
   53967.089   16.930     0.000
   53998.004   17.070     0.000
   53998.241   16.910     0.002
   53999.293   17.120     0.000
   54011.229   16.860     0.002
   54012.184   16.840     0.002
   54036.283   16.850     0.001
   54048.206   16.780     0.002
   54055.223   16.810     0.002
   54056.278   16.820     0.001
   54060.182   16.810     0.002
   54083.773   16.940     0.000
   54086.221   16.830     0.001
   54101.112   16.850     0.002
   54104.209   17.010     0.001
   54135.135   16.830     0.001
   54142.174   16.880     0.001
   54144.113   16.940     0.001
   54148.111   16.980     0.001
   54150.151   16.860     0.001
   54175.112   16.890     0.002
   54408.217   17.017     0.003
   54408.218   16.958     0.003
   54408.219   17.000     0.003
   54408.220   17.035     0.003
   54408.221   17.074     0.003
   54408.222   17.104     0.003
   54408.223   17.118     0.003
   54408.224   17.079     0.003
   54408.225   17.106     0.003
   54408.226   17.127     0.003
   54408.227   17.116     0.003
   54408.228   17.119     0.003
   54408.229   17.131     0.003
   54408.230   17.119     0.003
   54408.231   17.097     0.003
   54408.232   17.080     0.003
   54408.233   17.075     0.003
   54408.234   17.068     0.003
   54408.235   17.043     0.003
   54408.236   17.040     0.003
   54408.237   17.079     0.003
   54408.238   17.121     0.003
   54408.239   17.112     0.003
   54408.240   17.140     0.003
   54408.241   17.141     0.003
   54408.242   17.145     0.003
   54408.243   17.157     0.003
   54408.244   17.159     0.003
   54408.245   17.135     0.003
   54408.246   17.127     0.003
   54408.247   17.105     0.003
   54408.248   17.118     0.003
   54408.249   17.078     0.003
   54408.249   17.031     0.003
   54408.251   17.012     0.003
   54408.251   17.002     0.003
   54408.252   17.027     0.003
   54408.253   17.024     0.003
   54408.254   17.042     0.003
   54408.255   17.051     0.003
   54408.256   16.980     0.003
   54408.257   17.004     0.003
   54408.258   16.974     0.003
   54408.259   16.975     0.003
   54408.260   16.999     0.003
   54408.261   16.981     0.003
   54408.262   16.995     0.003
   54408.263   16.979     0.003
   54408.264   16.957     0.003
   54408.265   16.936     0.003
   54408.266   16.934     0.003
   54408.267   16.944     0.003
   54408.268   16.924     0.003
   54408.269   16.914     0.003
   54408.270   16.982     0.003
   54408.271   16.949     0.003
   54408.272   16.948     0.003
   54408.273   16.952     0.003
   54408.274   16.966     0.003
   54408.275   16.994     0.003
   54408.276   17.016     0.003
   54408.277   17.012     0.003
   54408.278   17.025     0.003
   54408.279   17.026     0.003
   54408.280   17.022     0.003
   54408.281   17.021     0.003
   54408.282   16.998     0.003
   54408.283   16.991     0.003
   54408.284   17.005     0.003
   54408.285   16.976     0.003
   54408.286   16.971     0.003
   54408.287   16.978     0.003
   54408.288   16.924     0.003
   54408.289   16.954     0.003
   54408.290   16.940     0.003
   54408.291   16.963     0.003
   54408.292   16.959     0.003
   54408.293   16.968     0.003
   54408.294   16.961     0.003
   54408.294   16.994     0.003
   54408.296   16.989     0.003
   54408.297   16.987     0.003
   54408.297   17.000     0.003
   54408.298   17.012     0.003
   54408.299   17.024     0.003
   54408.300   16.994     0.003
   54408.301   17.010     0.003
   54408.302   16.999     0.003
   54408.303   16.954     0.003
   54408.304   16.990     0.003
   54408.305   17.039     0.004
   54408.306   17.074     0.004
   54408.307   17.081     0.004
   54408.308   17.056     0.004
   54408.309   17.052     0.004
   54408.310   17.033     0.004
   54408.311   17.056     0.004
   54408.312   17.033     0.004
   54408.313   17.016     0.004
   54408.314   16.979     0.004
   54408.315   16.952     0.004
   54408.316   16.956     0.004
   54408.317   16.980     0.004
   54408.318   16.999     0.004
   54408.319   16.992     0.004
   54408.320   16.981     0.004
   54408.321   17.010     0.004
   54408.322   16.997     0.004
   54408.323   16.965     0.004
   54408.324   16.946     0.004
   54408.325   16.943     0.004
   54408.326   16.918     0.004
   54408.327   16.866     0.004
   54408.328   16.969     0.004
   54408.329   17.050     0.004
   54408.330   17.036     0.004
   54408.331   17.031     0.004
   54408.332   17.037     0.004
   54408.333   17.077     0.004
   54408.334   17.083     0.004
   54408.334   17.099     0.004
   54408.336   17.069     0.004
   54408.337   17.044     0.004
   54408.337   17.023     0.004
   54408.338   16.982     0.004
   54408.339   16.946     0.004
   54408.340   17.017     0.004
   54408.341   17.056     0.004
   54408.342   17.050     0.004
   54408.343   17.038     0.004
   54408.344   17.046     0.004
   54408.345   17.065     0.004
   54408.346   17.009     0.004
   54408.347   17.033     0.004
   54408.348   17.026     0.004
   54408.349   17.021     0.004
   54408.350   17.035     0.004
   54410.125   16.916     0.003
   54410.934   16.940     0.000
   54411.981   17.040     0.000
   54416.871   16.920     0.000
   54430.827   16.890     0.000
   54471.776   16.970     0.000
   54794.247   17.183     0.001
   55066.119   17.611     0.001
   55118.109   20.430     0.001
   55124.206   20.099     0.000
   55124.211   20.099     0.000
   55124.213   20.099     0.000
   55124.233   20.099     0.000
   55124.235   20.099     0.000
   55124.238   20.099     0.000
   55127.094   20.740     0.001
   55127.102   20.940     0.001
   55127.110   20.430     0.001
   55127.118   20.510     0.001
   55129.196   19.870     0.001
   55129.197   19.950     0.001
   55129.205   19.970     0.002
   55129.206   19.960     0.003
   55135.087   19.040     0.002
   55135.093   18.930     0.002
   55135.098   19.280     0.001
   55135.103   19.050     0.003
   55135.109   18.940     0.001
   55135.114   19.000     0.001
   55135.120   18.890     0.001
   55135.125   19.080     0.002
   55135.130   19.170     0.001
   55135.136   19.370     0.001
   55135.141   19.130     0.001
   55135.147   19.340     0.001
   55135.152   19.400     0.001
   55135.157   19.100     0.001
   55135.163   19.200     0.001
   55135.168   19.170     0.001
   55135.174   18.940     0.001
   55135.179   19.030     0.001
   55137.162   19.370     0.003
   55137.167   19.240     0.004
   55137.172   19.000     0.003
   55137.178   19.300     0.003
   55137.191   19.400     0.004
   55137.197   19.370     0.003
   55137.202   18.940     0.004
   55137.207   18.880     0.003
   55137.213   19.220     0.004
   55137.218   18.990     0.004
   55137.223   19.160     0.003
   55137.229   19.580     0.004
   55137.234   19.190     0.004
   55137.240   19.340     0.004
   55137.245   19.050     0.003
   55137.272   19.430     0.004
   55137.277   19.080     0.003
   55138.178   21.080     0.003
   55138.236   21.910     0.004
   55138.241   21.550     0.003
   55138.247   21.380     0.003
   55138.258   21.810     0.003
   55142.088   22.830     0.001
   55143.227   23.500     0.002
   55144.460   24.167     0.000
   55159.103   23.170     0.001
   55159.118   23.260     0.001
   55162.238   23.130     0.001
   55163.090   23.080     0.001
   55163.105   22.560     0.001
   55163.120   22.730     0.001
   55163.135   23.570     0.001
   55170.130   23.290     0.001
   55170.216   22.980     0.001
   55170.231   23.450     0.001
   55170.246   22.980     0.001
   55170.261   22.510     0.001
   55170.276   23.000     0.001
   55170.292   22.950     0.001
   55170.307   23.120     0.001
   55170.322   23.460     0.001
   55171.090   23.370     0.001
   55171.105   22.490     0.001
   55171.120   22.780     0.002
   55171.164   21.400     0.001
   55171.179   21.730     0.001
   55171.212   22.300     0.001
   55171.226   22.790     0.003
   55171.241   22.400     0.004
   55193.066   23.170     0.001
   55193.081   23.060     0.001
   55193.096   22.760     0.001
   55193.110   21.220     0.002
   55193.125   22.770     0.001
   55200.173   22.020     0.001
   55200.188   23.140     0.001
   55200.203   22.360     0.001
   55200.218   22.640     0.001
   55200.233   22.780     0.001
   55200.248   22.060     0.002
   55200.263   22.990     0.001
   55201.257   21.650     0.001
   55201.271   22.900     0.001
   55201.273   22.850     0.001
   55202.130   22.290     0.001
   55202.145   22.090     0.001
   55202.160   21.290     0.001
   55202.218   21.370     0.001
   55202.234   21.790     0.001
   55202.249   22.410     0.001
   55222.216   20.730     0.002
   55222.217   21.270     0.002
   55429.052   19.635     0.004
   55429.075   19.910     0.004
   55429.076   19.821     0.004
   55429.076   19.838     0.004
   55429.077   19.830     0.004
   55429.078   19.840     0.004
   55429.080   19.881     0.004
   55429.095   19.785     0.004
   55429.097   19.841     0.004
   55429.098   19.807     0.004
   55526.309   17.895     0.003
   55526.310   18.022     0.003
   55526.311   17.928     0.003
   55526.312   18.041     0.003
   55526.313   17.995     0.003
   55526.314   18.001     0.003
   55526.315   18.029     0.003
   55526.316   17.991     0.003
   55526.317   17.881     0.003
   55526.318   17.789     0.003
   55526.319   17.817     0.003
   55526.320   17.897     0.003
   55526.321   17.861     0.003
   55526.322   17.908     0.003
   55526.323   17.887     0.003
   55526.324   17.844     0.003
   55526.325   17.884     0.003
   55526.326   17.883     0.003
   55526.327   17.914     0.003
   55526.328   17.851     0.003
   55526.328   17.916     0.003
   55526.329   18.051     0.003
   55526.330   18.067     0.003
   55526.331   18.019     0.003
   55526.332   17.948     0.003
   55526.333   18.033     0.003
   55526.334   17.917     0.003
   55526.335   17.962     0.003
   55526.336   17.987     0.003
   55526.337   17.986     0.003
   55526.338   17.988     0.003
   55526.339   17.860     0.003
   55526.340   17.907     0.003
   55526.341   17.868     0.003
   55526.342   17.838     0.003
   55526.343   17.838     0.003
   55526.344   17.936     0.003
   55526.345   17.989     0.003
   55526.346   17.930     0.003
   55526.347   17.966     0.003
   55526.348   18.101     0.003
   55526.349   17.950     0.003
   55526.350   18.108     0.003
   55526.351   17.997     0.003
   55526.352   17.992     0.003
   55526.353   17.952     0.003
   55526.354   18.023     0.003
   55526.355   18.024     0.003
   55526.356   18.146     0.003
   55527.209   18.050     0.003
   55527.210   17.977     0.003
   55527.210   18.033     0.003
   55527.211   18.028     0.003
   55527.212   18.072     0.003
   55527.213   17.971     0.003
   55527.213   18.084     0.003
   55527.214   17.947     0.003
   55527.215   18.130     0.003
   55527.216   18.044     0.003
   55527.216   18.150     0.003
   55527.217   18.235     0.003
   55527.218   18.310     0.003
   55527.219   18.163     0.003
   55527.219   18.123     0.003
   55527.220   18.136     0.003
   55527.222   18.090     0.003
   55527.223   18.108     0.003
   55527.223   18.185     0.003
   55527.225   18.026     0.003
   55527.226   17.985     0.003
   55527.226   17.910     0.003
   55527.227   18.064     0.003
   55527.228   18.037     0.003
   55527.229   18.256     0.003
   55527.230   18.169     0.003
   55527.231   18.183     0.003
   55527.232   18.111     0.003
   55527.232   18.059     0.003
   55527.233   18.108     0.003
   55527.234   18.023     0.003
   55527.235   17.977     0.003
   55530.310   18.004     0.003
   55530.311   17.850     0.003
   55530.312   17.901     0.003
   55530.313   18.012     0.003
   55530.314   17.935     0.003
   55530.315   18.001     0.003
   55530.316   17.951     0.003
   55530.317   17.827     0.003
   55530.318   17.865     0.003
   55530.319   17.921     0.003
   55530.320   17.890     0.003
   55530.321   17.819     0.003
   55530.322   17.747     0.003
   55530.323   17.654     0.003
   55530.324   17.691     0.003
   55530.325   17.827     0.003
   55530.326   17.825     0.003
   55530.327   17.770     0.003
   55530.328   17.798     0.003
   55530.329   17.935     0.003
   55530.330   17.935     0.003
   55531.274   18.084     0.003
   55531.275   17.918     0.003
